country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Switzerland,2005,female,35-54 years,123,1139207,10.8,Switzerland2005,0.904,"408,689,353,999",57790,Boomers
Switzerland,2006,male,35-54 years,277,1160789,23.86,Switzerland2006,,"430,921",60536,Boomers
Switzerland,2006,female,35-54 years,129,1149200,11.23,Switzerland2006,,"430,921",60536,Boomers
Switzerland,2007,male,35-54 years,297,1173821,25.3,Switzerland2007,,"479,913,034,322",66807,Boomers
Switzerland,2007,female,35-54 years,111,1159958,9.57,Switzerland2007,,"479,913,034,322",66807,Boomers
Switzerland,2008,male,35-54 years,291,1,24.45,Switzerland2008,,"554,363,487,120",76202,Boomers
Switzerland,2008,female,35-54 years,112,1172352,9.55,Switzerland2008,,"554,363,487,120",76202,Boomers
Switzerland,2009,male,35-54 years,311,1204496,25.82,Switzerland2009,,"541,506,500,414",73529,Boomers
Switzerland,2009,female,35-54 years,106,1184336,8.95,Switzerland2009,,"541,506,500,414",73529,Boomers
Switzerland,2010,male,35-54 years,267,1213413,22,Switzerland2010,0.924,"583,782,977,866",78474,Generation X
Switzerland,2010,female,35-54 years,103,1,8.63,Switzerland2010,0.924,"583,782,977,866",78474,Generation X
Switzerland,2011,male,35-54 years,261,1217823,21.43,Switzerland2011,0.925,"699,579,638,638",93053,Generation X
Switzerland,2011,female,35-54 years,98,1,8.17,Switzerland2011,0.925,"699,579,638,638",93053,Generation X
Switzerland,2012,male,35-54 years,251,1224836,20.49,Switzerland2012,0.927,"668,043,614,123",87951,Generation X
Switzerland,2012,female,35-54 years,104,1205654,8.63,Switzerland2012,0.927,"668,043,614,123",87951,Generation X
Switzerland,2013,male,35-54 years,255,1233315,20.68,Switzerland2013,0.928,"688,504,173,431",89634,Generation X
Switzerland,2013,female,35-54 years,100,1212632,8.25,Switzerland2013,0.928,"688,504,173,431",89634,Generation X
Switzerland,2014,male,35-54 years,245,1244576,,Switzerland2014,0.93,"709,182,559,935",90809,Generation X
Switzerland,2014,female,35-54 years,95,1223053,7.77,Switzerland2014,0.93,"709,182,559,935",90809,Generation X
Switzerland,2015,male,35-54 years,242,1248988,,Switzerland2015,,"679,289,166,858",86068,Generation X
Switzerland,2015,female,35-54 years,111,1227126,9.05,Switzerland2015,,"679,289,166,858",86068,Generation X
Australia,2000,male,05-14 years,8,1377301,0.58,Australia2000,0.898,"415,034,227,218",232,Millenials
Australia,2000,female,05-14 years,1,1309796,0.08,Australia2000,0.898,"415,034,227,218",232,Millenials
Australia,2001,female,05-14 years,4,1317968,0.3,Australia2001,,"378,215,090,694",20860,Millenials
Australia,2001,male,05-14 years,4,1386873,0.29,Australia2001,,"378,215,090,694",20860,Millenials
Australia,2002,female,05-14 years,4,1321845,0.3,Australia2002,,"394,486,709,920",21474,Millenials
Australia,2002,male,05-14 years,4,1391412,0.29,Australia2002,,"394,486,709,920",21474,Millenials
Australia,2003,female,05-14 years,7,1323202,0.53,Australia2003,,"466,294,700,058",25059,Millenials
Australia,2003,male,05-14 years,7,13937,0.5,Australia2003,,"466,294,700,058",25059,Millenials
Australia,2004,male,05-14 years,7,1402222,0.5,Australia2004,,61,32454,Millenials
Australia,2004,female,05-14 years,1,1329715,0.08,Australia2004,,61,32454,Millenials
Australia,2006,male,05-14 years,7,1404186,0.5,Australia2006,,"745,521,862,833",39014,Millenials
Australia,2006,female,05-14 years,1,1332380,0.08,Australia2006,,"745,521,862,833",39014,Millenials
Australia,2007,male,05-14 years,8,1408182,0.57,Australia2007,,85,43171,Generation Z
Australia,2007,female,05-14 years,4,1337384,0.3,Australia2007,,85,43171,Generation Z
Australia,2008,male,05-14 years,8,1411650,0.57,Australia2008,,"1,052,584,601,611",52315,Generation Z
Australia,2008,female,05-14 years,3,1340626,0.22,Australia2008,,"1,052,584,601,611",52315,Generation Z
Australia,2009,female,05-14 years,3,1345910,0.22,Australia2009,,"926,448,240,318",45128,Generation Z
Australia,2009,male,05-14 years,0,1417269,0,Australia2009,,"926,448,240,318",45128,Generation Z
Australia,2010,male,05-14 years,7,1420846,0.49,Australia2010,0.927,"1,144,260,547,873",54887,Generation Z
Australia,2010,female,05-14 years,4,1348336,0.3,Australia2010,0.927,"1,144,260,547,873",54887,Generation Z
Australia,2011,female,05-14 years,9,1351751,0.67,Australia2011,0.93,"1,394,280,784,778",66770,Generation Z
Australia,2011,male,05-14 years,7,1423748,0.49,Australia2011,0.93,"1,394,280,784,778",66770,Generation Z
Australia,2012,female,05-14 years,10,1368580,0.73,Australia2012,0.932,"1,543,411,012,580",72669,Generation Z
Australia,2012,male,05-14 years,6,1442602,0.42,Australia2012,0.932,"1,543,411,012,580",72669,Generation Z
Australia,2013,male,05-14 years,16,1464302,1.09,Australia2013,0.933,"1,573,696,522,007",72856,Generation Z
Australia,2013,female,05-14 years,6,1389383,0.43,Australia2013,0.933,"1,573,696,522,007",72856,Generation Z
Australia,2014,female,05-14 years,15,1408758,1.06,Australia2014,0.935,"1,464,955,475,994",66809,Generation Z
Australia,2014,male,05-14 years,6,1485754,0.4,Australia2014,0.935,"1,464,955,475,994",66809,Generation Z
Australia,2015,female,05-14 years,8,1428159,0.56,Australia2015,,"1,349,034,029,453",60656,Generation Z
Canada,2000,male,05-14 years,29,2101448,1.38,Canada2000,0.867,"742,293,448,253",25589,Millenials
Canada,2000,female,05-14 years,17,,0.85,Canada2000,0.867,"742,293,448,253",25589,Millenials
Canada,2001,male,05-14 years,14,2096912,0.67,Canada2001,,"736,379,777,893",25165,Millenials
Canada,2001,female,05-14 years,13,,0.65,Canada2001,,"736,379,777,893",25165,Millenials
Canada,2002,male,05-14 years,18,2097593,0.86,Canada2002,,"757,950,678,647",25570,Millenials
Canada,2002,female,05-14 years,17,,0.85,Canada2002,,"757,950,678,647",25570,Millenials
Canada,2003,male,05-14 years,,2087408,0.91,Canada2003,,"892,380,986,368",29787,Millenials
Canada,2003,female,05-14 years,8,,0.4,Canada2003,,"892,380,986,368",29787,Millenials
Canada,2004,male,05-14 years,17,2069874,0.82,Canada2004,,"1,023",33787,Millenials
Canada,2004,female,05-14 years,11,,0.56,Canada2004,,"1,023",33787,Millenials
Canada,2005,female,05-14 years,25,,1.28,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2005,male,05-14 years,,2044772,0.93,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2006,female,05-14 years,18,,0.94,Canada2006,,"1,315,415",42566,Millenials
Canada,2006,male,05-14 years,13,2014856,0.65,Canada2006,,"1,315,415",42566,Millenials
Canada,2007,male,05-14 years,18,,0.91,Canada2007,,"1,464,977",46890,Generation Z
Canada,2007,female,05-14 years,15,1890517,0.79,Canada2007,,"1,464,977",46890,Generation Z
Canada,2008,male,05-14 years,16,,0.82,Canada2008,,"1,549,131,208,997",49041,Generation Z
Canada,2008,female,05-14 years,9,1861517,0.48,Canada2008,,"1,549,131,208,997",49041,Generation Z
Canada,2009,male,05-14 years,13,,0.67,Canada2009,,"1,371,153,004,986",42933,Generation Z
Canada,2009,female,05-14 years,12,1837414,0.65,Canada2009,,"1,371,153,004,986",42933,Generation Z
Canada,2010,male,05-14 years,,,0.99,Canada2010,0.903,"1,613,464,422,811",49974,Generation Z
Canada,2010,female,05-14 years,13,1820274,0.71,Canada2010,0.903,"1,613,464,422,811",49974,Generation Z
Canada,2011,female,05-14 years,18,1815461,0.99,Canada2011,0.909,"1,788,647,906,048",54841,Generation Z
Canada,2011,male,05-14 years,13,,0.68,Canada2011,0.909,"1,788,647,906,048",54841,Generation Z
Canada,2012,female,05-14 years,17,1816079,0.94,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
Canada,2012,male,05-14 years,17,,0.88,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
Canada,2013,female,05-14 years,20,1823010,1.1,Canada2013,0.912,"1,842,628,005,830",55310,Generation Z
Canada,2013,male,05-14 years,15,,0.78,Canada2013,0.912,"1,842,628,005,830",55310,Generation Z
Denmark,2000,male,05-14 years,1,332762,0.3,Denmark2000,0.862,"164,158,800,460",32841,Millenials
Denmark,2000,female,05-14 years,0,315938,0,Denmark2000,0.862,"164,158,800,460",32841,Millenials
Denmark,2001,male,05-14 years,2,340220,0.59,Denmark2001,,"164,791,416,350",32837,Millenials
Denmark,2001,female,05-14 years,0,322284,0,Denmark2001,,"164,791,416,350",32837,Millenials
Denmark,2002,female,05-14 years,0,328734,0,Denmark2002,,"178,635,160,297",35435,Millenials
Denmark,2002,male,05-14 years,0,346889,0,Denmark2002,,"178,635,160,297",35435,Millenials
Denmark,2003,female,05-14 years,0,332848,0,Denmark2003,,"218,095,997,085",43129,Millenials
Denmark,2003,male,05-14 years,0,350879,0,Denmark2003,,"218,095,997,085",43129,Millenials
Denmark,2004,female,05-14 years,2,335587,0.6,Denmark2004,,"251,373,036,671",49552,Millenials
Denmark,2004,male,05-14 years,2,353316,0.57,Denmark2004,,"251,373,036,671",49552,Millenials
Denmark,2005,male,05-14 years,3,354025,0.85,Denmark2005,0.902,"264,467,308,109",5,Millenials
Denmark,2005,female,05-14 years,0,336548,0,Denmark2005,0.902,"264,467,308,109",5,Millenials
Denmark,2006,female,05-14 years,1,336170,0.3,Denmark2006,,"282,884,912,894",55354,Millenials
Denmark,2006,male,05-14 years,1,353711,0.28,Denmark2006,,"282,884,912,894",55354,Millenials
Denmark,2007,male,05-14 years,2,351664,0.57,Denmark2007,,3,62229,Generation Z
Denmark,2007,female,05-14 years,0,334828,0,Denmark2007,,3,62229,Generation Z
Denmark,2008,female,05-14 years,2,332388,0.6,Denmark2008,,"353,361,056,080",68447,Generation Z
Denmark,2008,male,05-14 years,1,349108,0.29,Denmark2008,,"353,361,056,080",68447,Generation Z
Denmark,2009,male,05-14 years,2,347259,0.58,Denmark2009,,"321,241,396,034",61863,Generation Z
Denmark,2009,female,05-14 years,1,330729,0.3,Denmark2009,,"321,241,396,034",61863,Generation Z
Denmark,2010,female,05-14 years,0,327790,0,Denmark2010,0.908,32,61711,Generation Z
Denmark,2010,male,05-14 years,0,344105,0,Denmark2010,0.908,32,61711,Generation Z
Denmark,2011,female,05-14 years,0,326359,0,Denmark2011,0.92,"344,003,209,696",65598,Generation Z
Denmark,2011,male,05-14 years,0,341776,0,Denmark2011,0.92,"344,003,209,696",65598,Generation Z
Denmark,2012,male,05-14 years,1,340022,0.29,Denmark2012,0.921,"327,148,899,962",62071,Generation Z
Denmark,2012,female,05-14 years,0,324455,0,Denmark2012,0.921,"327,148,899,962",62071,Generation Z
Denmark,2013,female,05-14 years,1,324362,0.31,Denmark2013,0.923,"343,584,385,594",64831,Generation Z
Denmark,2013,male,05-14 years,1,339830,0.29,Denmark2013,0.923,"343,584,385,594",64831,Generation Z
Denmark,2014,female,05-14 years,1,323749,0.31,Denmark2014,0.923,"352,993,633,221",66114,Generation Z
Denmark,2014,male,05-14 years,1,340065,0.29,Denmark2014,0.923,"352,993,633,221",66114,Generation Z
Denmark,2015,female,05-14 years,3,323821,0.93,Denmark2015,,"301,298,464,861",55972,Generation Z
Denmark,2015,male,05-14 years,0,340483,0,Denmark2015,,"301,298,464,861",55972,Generation Z
Finland,2000,female,05-14 years,2,315989,0.63,Finland2000,0.857,"125,539,893,127",25716,Millenials
Finland,2000,male,05-14 years,0,329281,0,Finland2000,0.857,"125,539,893,127",25716,Millenials
Finland,2001,male,05-14 years,4,329122,1.22,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2001,female,05-14 years,1,315805,0.32,Finland2001,,"129,250,111,857",26383,Millenials
Finland,2002,male,05-14 years,3,328694,0.91,Finland2002,,"139,552,983,249",28390,Millenials
Finland,2002,female,05-14 years,0,315612,0,Finland2002,,"139,552,983,249",28390,Millenials
Finland,2003,male,05-14 years,5,326551,1.53,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2003,female,05-14 years,2,313836,0.64,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2004,male,05-14 years,4,323186,1.24,Finland2004,,,39793,Millenials
Finland,2004,female,05-14 years,1,310728,0.32,Finland2004,,,39793,Millenials
Finland,2005,female,05-14 years,2,307005,0.65,Finland2005,0.869,"204,436,015,421",41202,Millenials
Finland,2005,male,05-14 years,0,3,0,Finland2005,0.869,"204,436,015,421",41202,Millenials
Finland,2006,male,05-14 years,3,315017,0.95,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2006,female,05-14 years,1,302489,0.33,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2007,male,05-14 years,3,310283,0.97,Finland2007,,"255,384,615,385",51089,Generation Z
Finland,2007,female,05-14 years,0,297727,0,Finland2007,,"255,384,615,385",51089,Generation Z
Finland,2008,female,05-14 years,2,293500,0.68,Finland2008,,"283,742,493,042",56521,Generation Z
Finland,2008,male,05-14 years,2,306062,0.65,Finland2008,,"283,742,493,042",56521,Generation Z
Finland,2009,female,05-14 years,1,290188,0.34,Finland2009,,"251,499,027,508",49878,Generation Z
Finland,2009,male,05-14 years,0,302997,0,Finland2009,,"251,499,027,508",49878,Generation Z
Finland,2010,male,05-14 years,1,300513,0.33,Finland2010,0.878,"247,799,815,768",48939,Generation Z
Finland,2010,female,05-14 years,0,287620,0,Finland2010,0.878,"247,799,815,768",48939,Generation Z
Finland,2011,male,05-14 years,2,299347,0.67,Finland2011,0.881,"273,674,236,773",53809,Generation Z
Finland,2011,female,05-14 years,0,286685,0,Finland2011,0.881,"273,674,236,773",53809,Generation Z
Finland,2012,female,05-14 years,0,286874,0,Finland2012,0.882,"256,706,466,091",50232,Generation Z
Finland,2012,male,05-14 years,0,299783,0,Finland2012,0.882,"256,706,466,091",50232,Generation Z
Finland,2013,female,05-14 years,1,288186,0.35,Finland2013,0.882,"269,980,111,643",52572,Generation Z
Finland,2013,male,05-14 years,1,301477,0.33,Finland2013,0.882,"269,980,111,643",52572,Generation Z
Finland,2014,female,05-14 years,1,290448,0.34,Finland2014,0.883,"272,609,288,690",52832,Generation Z
Finland,2014,male,05-14 years,1,303796,0.33,Finland2014,0.883,"272,609,288,690",52832,Generation Z
Finland,2015,male,05-14 years,5,305748,1.64,Finland2015,,"232,464,833,066",44862,Generation Z
Finland,2015,female,05-14 years,0,292608,0,Finland2015,,"232,464,833,066",44862,Generation Z
Iceland,2000,female,05-14 years,0,21521,0,Iceland2000,0.859,"8,927,140,438",34372,Millenials
Iceland,2000,male,05-14 years,0,22548,0,Iceland2000,0.859,"8,927,140,438",34372,Millenials
Iceland,2001,female,05-14 years,0,21737,0,Iceland2001,,"8,136,345,144",30850,Millenials
Iceland,2001,male,05-14 years,0,22929,0,Iceland2001,,"8,136,345,144",30850,Millenials
Iceland,2002,female,05-14 years,0,2,0,Iceland2002,,"9,207,689,916",34556,Millenials
Iceland,2002,male,05-14 years,0,23134,0,Iceland2002,,"9,207,689,916",34556,Millenials
Iceland,2003,female,05-14 years,0,2,0,Iceland2003,,"11,316,441,660",42174,Millenials
Iceland,2003,male,05-14 years,0,22892,0,Iceland2003,,"11,316,441,660",42174,Millenials
Iceland,2004,female,05-14 years,0,21899,0,Iceland2004,,"13,722,824,251",50528,Millenials
Iceland,2004,male,05-14 years,0,22791,0,Iceland2004,,"13,722,824,251",50528,Millenials
Iceland,2005,female,05-14 years,0,21721,0,Iceland2005,0.889,"16,691,490,114",60712,Millenials
Iceland,2005,male,05-14 years,0,22712,0,Iceland2005,0.889,"16,691,490,114",60712,Millenials
Iceland,2006,female,05-14 years,0,21538,0,Iceland2006,,"17,048,647,568",60243,Millenials
Iceland,2006,male,05-14 years,0,22494,0,Iceland2006,,"17,048,647,568",60243,Millenials
Iceland,2007,female,05-14 years,0,21535,0,Iceland2007,,213,73590,Generation Z
Iceland,2007,male,05-14 years,0,22312,0,Iceland2007,,213,73590,Generation Z
Iceland,2008,female,05-14 years,0,21461,0,Iceland2008,,"17,658,408,759",59489,Generation Z
Iceland,2008,male,05-14 years,0,22177,0,Iceland2008,,"17,658,408,759",59489,Generation Z
Iceland,2009,female,05-14 years,0,21382,0,Iceland2009,,"12,944,114,736",43700,Generation Z
Iceland,2009,male,05-14 years,0,22143,0,Iceland2009,,"12,944,114,736",43700,Generation Z
Iceland,2010,male,05-14 years,1,2,4.56,Iceland2010,0.892,"13,310,567,803",45179,Generation Z
Iceland,2010,female,05-14 years,0,21185,0,Iceland2010,0.892,"13,310,567,803",45179,Generation Z
Iceland,2011,male,05-14 years,1,21828,4.58,Iceland2011,0.896,"14,732,689,535",49861,Generation Z
Iceland,2011,female,05-14 years,0,21068,0,Iceland2011,0.896,"14,732,689,535",49861,Generation Z
Iceland,2012,female,05-14 years,0,21068,0,Iceland2012,0.897,"14,292,008,745",48083,Generation Z
Iceland,2012,male,05-14 years,0,21827,0,Iceland2012,0.897,"14,292,008,745",48083,Generation Z
Iceland,2013,female,05-14 years,0,21275,0,Iceland2013,0.899,"15,548,321,544",51749,Generation Z
Iceland,2013,male,05-14 years,0,22051,0,Iceland2013,0.899,"15,548,321,544",51749,Generation Z
Iceland,2014,female,05-14 years,0,21544,0,Iceland2014,0.899,"17,304,033,021",56833,Generation Z
Iceland,2014,male,05-14 years,0,22446,0,Iceland2014,0.899,"17,304,033,021",56833,Generation Z
Iceland,2015,female,05-14 years,0,21738,0,Iceland2015,,"16,942,247,374",54909,Generation Z
Iceland,2015,male,05-14 years,0,22771,0,Iceland2015,,"16,942,247,374",54909,Generation Z
Netherlands,2000,male,05-14 years,5,1006683,0.5,Netherlands2000,0.877,"412,807,259,996",27644,Millenials
Netherlands,2000,female,05-14 years,0,962570,0,Netherlands2000,0.877,"412,807,259,996",27644,Millenials
Netherlands,2001,female,05-14 years,2,967153,0.21,Netherlands2001,,"426,573,601,790",28366,Millenials
Netherlands,2001,male,05-14 years,1,1012887,0.1,Netherlands2001,,"426,573,601,790",28366,Millenials
Netherlands,2002,male,05-14 years,5,1015880,0.49,Netherlands2002,,"465,368,906,456",30757,Millenials
Netherlands,2002,female,05-14 years,2,969671,0.21,Netherlands2002,,"465,368,906,456",30757,Millenials
Netherlands,2003,male,05-14 years,2,1018379,0.2,Netherlands2003,,"571,863,431,151",37614,Millenials
Netherlands,2003,female,05-14 years,1,972603,0.1,Netherlands2003,,"571,863,431,151",37614,Millenials
Netherlands,2004,male,05-14 years,7,1021382,0.69,Netherlands2004,,"650,532,654,582",42614,Millenials
Netherlands,2004,female,05-14 years,2,974836,0.21,Netherlands2004,,"650,532,654,582",42614,Millenials
Netherlands,2005,male,05-14 years,11,1021870,1.08,Netherlands2005,0.891,"678,533,764,457",44289,Millenials
Netherlands,2005,female,05-14 years,2,975331,0.21,Netherlands2005,0.891,"678,533,764,457",44289,Millenials
Netherlands,2006,female,05-14 years,3,974095,0.31,Netherlands2006,,"726,649,102,998",47281,Millenials
Netherlands,2006,male,05-14 years,1,10,0.1,Netherlands2006,,"726,649,102,998",47281,Millenials
Netherlands,2007,male,05-14 years,5,1018393,0.49,Netherlands2007,,"8,394",54418,Generation Z
Netherlands,2007,female,05-14 years,4,972473,0.41,Netherlands2007,,"8,394",54418,Generation Z
Netherlands,2008,male,05-14 years,5,1018474,0.49,Netherlands2008,,"936,228,211,513",60375,Generation Z
Netherlands,2008,female,05-14 years,0,972276,0,Netherlands2008,,"936,228,211,513",60375,Generation Z
Netherlands,2009,male,05-14 years,6,1017952,0.59,Netherlands2009,,"857,932,759,100",54988,Generation Z
Netherlands,2009,female,05-14 years,2,971815,0.21,Netherlands2009,,"857,932,759,100",54988,Generation Z
Netherlands,2010,male,05-14 years,5,1015895,0.49,Netherlands2010,0.909,"836,389,937,229",53302,Generation Z
Netherlands,2010,female,05-14 years,1,970105,0.1,Netherlands2010,0.909,"836,389,937,229",53302,Generation Z
Netherlands,2011,male,05-14 years,3,1013127,0.3,Netherlands2011,0.9,"893,757,287,202",56667,Generation Z
Netherlands,2011,female,05-14 years,1,967820,0.1,Netherlands2011,0.9,"893,757,287,202",56667,Generation Z
Netherlands,2012,male,05-14 years,4,1008342,0.4,Netherlands2012,0.92,"828,946,812,397",52334,Generation Z
Netherlands,2012,female,05-14 years,2,963480,0.21,Netherlands2012,0.92,"828,946,812,397",52334,Generation Z
Netherlands,2013,male,05-14 years,4,1002074,0.4,Netherlands2013,0.92,"866,680,000,367",54510,Generation Z
Netherlands,2013,female,05-14 years,3,956989,0.31,Netherlands2013,0.92,"866,680,000,367",54510,Generation Z
Netherlands,2014,female,05-14 years,1,956989,0.1,Netherlands2014,0.922,"879,635,084,125",55325,Generation Z
Netherlands,2014,male,05-14 years,1,1002074,0.1,Netherlands2014,0.922,"879,635,084,125",55325,Generation Z
Netherlands,2015,female,05-14 years,6,943082,0.64,Netherlands2015,,"757,999,453,314",47206,Generation Z
Netherlands,2015,male,05-14 years,1,987750,0.1,Netherlands2015,,"757,999,453,314",47206,Generation Z
New Zealand,2000,male,05-14 years,3,305390,0.98,New Zealand2000,0.874,"52,622,842,840",14725,Millenials
New Zealand,2000,female,05-14 years,1,289730,0.35,New Zealand2000,0.874,"52,622,842,840",14725,Millenials
New Zealand,2001,female,05-14 years,2,289760,0.69,New Zealand2001,,"53,872,425,917",14968,Millenials
New Zealand,2001,male,05-14 years,1,306430,0.33,New Zealand2001,,"53,872,425,917",14968,Millenials
New Zealand,2002,female,05-14 years,0,292230,0,New Zealand2002,,"66,627,729,311",18208,Millenials
New Zealand,2002,male,05-14 years,0,308420,0,New Zealand2002,,"66,627,729,311",18208,Millenials
New Zealand,2003,male,05-14 years,4,310850,1.29,New Zealand2003,,"88,250,885,550",23663,Millenials
New Zealand,2003,female,05-14 years,1,293820,0.34,New Zealand2003,,"88,250,885,550",23663,Millenials
New Zealand,2004,male,05-14 years,4,312260,1.28,New Zealand2004,,"103,904,537,815",27325,Millenials
New Zealand,2004,female,05-14 years,2,296170,0.68,New Zealand2004,,"103,904,537,815",27325,Millenials
New Zealand,2005,female,05-14 years,2,294940,0.68,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
New Zealand,2005,male,05-14 years,0,310950,0,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
New Zealand,2006,female,05-14 years,4,293570,1.36,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2006,male,05-14 years,2,308750,0.65,New Zealand2006,,"111,608,845,081",28628,Millenials
New Zealand,2007,female,05-14 years,1,290770,0.34,New Zealand2007,,"137,316,087,308",34892,Generation Z
New Zealand,2007,male,05-14 years,1,305270,0.33,New Zealand2007,,"137,316,087,308",34892,Generation Z
New Zealand,2008,female,05-14 years,3,287370,1.04,New Zealand2008,,"133,279,679,483",33585,Generation Z
New Zealand,2008,male,05-14 years,2,30,0.66,New Zealand2008,,"133,279,679,483",33585,Generation Z
New Zealand,2009,male,05-14 years,6,300000,2,New Zealand2009,,"121,338,622,025",30259,Generation Z
New Zealand,2009,female,05-14 years,4,285710,1.4,New Zealand2009,,"121,338,622,025",30259,Generation Z
New Zealand,2010,female,05-14 years,3,284090,1.06,New Zealand2010,0.905,"146,583,831,538",36145,Generation Z
New Zealand,2010,male,05-14 years,3,298490,1.01,New Zealand2010,0.905,"146,583,831,538",36145,Generation Z
New Zealand,2011,female,05-14 years,3,283270,1.06,New Zealand2011,0.907,"16,846",41184,Generation Z
New Zealand,2011,male,05-14 years,3,296860,1.01,New Zealand2011,0.907,"16,846",41184,Generation Z
New Zealand,2012,male,05-14 years,7,297240,2.35,New Zealand2012,0.909,176,42756,Generation Z
New Zealand,2012,female,05-14 years,5,283200,1.77,New Zealand2012,0.909,176,42756,Generation Z
New Zealand,2013,female,05-14 years,2,291080,0.69,New Zealand2013,0.911,,46,Generation Z
New Zealand,2013,male,05-14 years,0,305750,0,New Zealand2013,0.911,,46,Generation Z
Norway,2000,male,05-14 years,4,306438,1.31,Norway2000,0.917,"171,315,639,983",41099,Millenials
Norway,2000,female,05-14 years,0,290467,0,Norway2000,0.917,"171,315,639,983",41099,Millenials
Norway,2001,female,05-14 years,0,294716,0,Norway2001,,"174,003,247,439",41281,Millenials
Norway,2001,male,05-14 years,0,310993,0,Norway2001,,"174,003,247,439",41281,Millenials
Norway,2002,male,05-14 years,2,315265,0.63,Norway2002,,,46049,Millenials
Norway,2002,female,05-14 years,0,298572,0,Norway2002,,,46049,Millenials
Norway,2003,male,05-14 years,6,317824,1.89,Norway2003,,"228,752,436,372",53533,Millenials
Norway,2003,female,05-14 years,3,300868,1,Norway2003,,"228,752,436,372",53533,Millenials
Norway,2004,female,05-14 years,3,301536,0.99,Norway2004,,"264,357,494,659",61450,Millenials
Norway,2004,male,05-14 years,0,318382,0,Norway2004,,"264,357,494,659",61450,Millenials
Norway,2005,male,05-14 years,4,318304,1.26,Norway2005,0.931,"308,722,079,938",71215,Millenials
Norway,2005,female,05-14 years,1,301502,0.33,Norway2005,0.931,"308,722,079,938",71215,Millenials
Norway,2006,male,05-14 years,1,317159,0.32,Norway2006,,"345,424,664,369",79007,Millenials
Norway,2006,female,05-14 years,0,300630,0,Norway2006,,"345,424,664,369",79007,Millenials
Norway,2007,male,05-14 years,2,315302,0.63,Norway2007,,"401,082,621,083",90797,Generation Z
Norway,2007,female,05-14 years,0,299559,0,Norway2007,,"401,082,621,083",90797,Generation Z
Norway,2008,male,05-14 years,1,314384,0.32,Norway2008,,"462,554,432,624",103431,Generation Z
Norway,2008,female,05-14 years,0,299282,0,Norway2008,,"462,554,432,624",103431,Generation Z
Norway,2009,female,05-14 years,3,299406,1,Norway2009,,"386,622,457,580",85394,Generation Z
Norway,2009,male,05-14 years,1,314371,0.32,Norway2009,,"386,622,457,580",85394,Generation Z
Norway,2010,male,05-14 years,1,313990,0.32,Norway2010,0.94,"429,130,952,709",93638,Generation Z
Norway,2010,female,05-14 years,0,299351,0,Norway2010,0.94,"429,130,952,709",93638,Generation Z
Norway,2011,female,05-14 years,4,299327,1.34,Norway2011,0.941,"498,831,558,926",107430,Generation Z
Norway,2011,male,05-14 years,3,313520,0.96,Norway2011,0.941,"498,831,558,926",107430,Generation Z
Norway,2012,female,05-14 years,1,299751,0.33,Norway2012,0.942,"510,229,136,227",108408,Generation Z
Norway,2012,male,05-14 years,1,313738,0.32,Norway2012,0.942,"510,229,136,227",108408,Generation Z
Norway,2013,male,05-14 years,1,315341,0.32,Norway2013,0.942,"523,502,127,660",109804,Generation Z
Norway,2013,female,05-14 years,0,301211,0,Norway2013,0.942,"523,502,127,660",109804,Generation Z
Norway,2014,male,05-14 years,2,317878,0.63,Norway2014,0.944,"499,338,534,779",103443,Generation Z
Norway,2014,female,05-14 years,1,303487,0.33,Norway2014,0.944,"499,338,534,779",103443,Generation Z
Norway,2015,female,05-14 years,2,305804,0.65,Norway2015,,"386,663,139,403",79187,Generation Z
Norway,2015,male,05-14 years,2,320375,0.62,Norway2015,,"386,663,139,403",79187,Generation Z
Sweden,2000,female,05-14 years,1,570673,0.18,Sweden2000,0.897,"259,802,012,617",30896,Millenials
Sweden,2000,male,05-14 years,1,601300,0.17,Sweden2000,0.897,"259,802,012,617",30896,Millenials
Sweden,2001,female,05-14 years,3,569357,0.53,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2001,male,05-14 years,2,599375,0.33,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2002,male,05-14 years,4,593329,0.67,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2002,female,05-14 years,3,563639,0.53,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2003,female,05-14 years,2,554143,0.36,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2003,male,05-14 years,1,583622,0.17,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2004,female,05-14 years,4,541753,0.74,Sweden2004,,"381,705,425,302",44831,Millenials
